item_code,design_code,design_name,category,karat,gold_color,ring_size,diamond_grade,actual_net_weight,actual_diamond_weight,cert_lab,cert_number,hallmark_number,price,status
YRA-0031-18W-OS,ER-001,Aura Diamond Earrings,Earrings,18Kt,White,,HI/SI,6.044,0.24,GIA,305294595,,77100.0,in_stock
YRA-0032-14Y-OS,ER-002,Celeste Diamond Earrings,Earrings,14Kt,Yellow,,HI/SI,3.55,0.51,GIA,601494153,,65600.0,sold
YRA-0032-14W-OS,ER-002,Celeste Diamond Earrings,Earrings,14Kt,White,,HI/SI,3.55,0.53,GIA,478943536,,67100.0,in_stock
YRA-0032-18R-OS,ER-002,Celeste Diamond Earrings,Earrings,18Kt,Rose,,JK/SI,4.26,0.53,IGI,419173651,,62400.0,sold
YRA-0032-18W-OS,ER-002,Celeste Diamond Earrings,Earrings,18Kt,White,,HI/SI,4.26,0.52,GIA,825100509,,79300.0,in_stock
YRA-0033-14R-OS,ER-003,Vega Diamond Earrings,Earrings,14Kt,Rose,,HI/SI,5.179,0.13,IGI,682604623,,52100.0,sold
YRA-0033-14Y-OS,ER-003,Vega Diamond Earrings,Earrings,14Kt,Yellow,,IJ/SI,5.179,0.15,IGI,806008300,,50900.0,in_stock
YRA-0033-18Y-OS,ER-003,Vega Diamond Earrings,Earrings,18Kt,Yellow,,JK/SI,6.215,0.12,IGI,845889116,,66300.0,in_stock
YRA-0033-18R-OS,ER-003,Vega Diamond Earrings,Earrings,18Kt,Rose,,IJ/SI,6.215,0.15,IGI,811621107,,69800.0,sold
YRA-0034-14W-OS,ER-004,Ira Diamond Earrings,Earrings,14Kt,White,,IJ/SI,2.306,0.35,IGI,977065413,,37700.0,in_stock
YRA-0034-14R-OS,ER-004,Ira Diamond Earrings,Earrings,14Kt,Rose,,IJ/SI,2.306,0.36,GIA,932146481,,38300.0,in_stock
YRA-0034-18W-OS,ER-004,Ira Diamond Earrings,Earrings,18Kt,White,,HI/SI,2.767,0.39,IGI,493614244,,55200.0,in_stock
YRA-0034-18Y-OS,ER-004,Ira Diamond Earrings,Earrings,18Kt,Yellow,,IJ/SI,2.767,0.38,GIA,127126589,,47700.0,in_stock
YRA-0035-14R-OS,ER-005,Zoya Diamond Earrings,Earrings,14Kt,Rose,,JK/SI,5.147,0.13,IGI,865134546,,47600.0,in_stock
YRA-0035-14Y-OS,ER-005,Zoya Diamond Earrings,Earrings,14Kt,Yellow,,JK/SI,5.147,0.14,IGI,562463832,,47900.0,in_stock
YRA-0035-18R-OS,ER-005,Zoya Diamond Earrings,Earrings,18Kt,Rose,,HI/SI,6.176,0.14,GIA,775872788,,71300.0,in_stock
YRA-0035-18Y-OS,ER-005,Zoya Diamond Earrings,Earrings,18Kt,Yellow,,HI/SI,6.176,0.13,GIA,869480057,,70600.0,in_stock
YRA-0036-14Y-OS,ER-006,Meera Diamond Earrings,Earrings,14Kt,Yellow,,JK/SI,6.166,0.3,IGI,139868892,,62400.0,sold
YRA-0036-14W-OS,ER-006,Meera Diamond Earrings,Earrings,14Kt,White,,IJ/SI,6.166,0.27,IGI,548004077,,65500.0,in_stock
YRA-0036-18R-OS,ER-006,Meera Diamond Earrings,Earrings,18Kt,Rose,,HI/SI,7.399,0.27,GIA,555240463,,92800.0,in_stock
YRA-0036-18Y-OS,ER-006,Meera Diamond Earrings,Earrings,18Kt,Yellow,,JK/SI,7.399,0.27,GIA,646167705,,83800.0,in_stock
YRA-0037-14Y-OS,ER-007,Tara Diamond Earrings,Earrings,14Kt,Yellow,,JK/SI,5.142,0.22,GIA,287400977,,50900.0,in_stock
YRA-0037-14W-OS,ER-007,Tara Diamond Earrings,Earrings,14Kt,White,,JK/SI,5.142,0.22,IGI,684042105,,50900.0,in_stock
YRA-0037-18Y-OS,ER-007,Tara Diamond Earrings,Earrings,18Kt,Yellow,,IJ/SI,6.17,0.19,IGI,316263329,,71500.0,in_stock
YRA-0037-18W-OS,ER-007,Tara Diamond Earrings,Earrings,18Kt,White,,JK/SI,6.17,0.19,GIA,819766064,,68500.0,in_stock
YRA-0038-14W-OS,ER-008,Kiara Diamond Earrings,Earrings,14Kt,White,,HI/SI,5.175,0.41,GIA,775814897,,72000.0,sold
YRA-0038-14Y-OS,ER-008,Kiara Diamond Earrings,Earrings,14Kt,Yellow,,HI/SI,5.175,0.41,IGI,742831274,,72000.0,sold
YRA-0038-18R-OS,ER-008,Kiara Diamond Earrings,Earrings,18Kt,Rose,,IJ/SI,6.21,0.39,IGI,487063315,,82500.0,in_stock
YRA-0038-18Y-OS,ER-008,Kiara Diamond Earrings,Earrings,18Kt,Yellow,,IJ/SI,6.21,0.39,GIA,311648580,,82500.0,in_stock
YRA-0039-14W-OS,ER-009,Nyla Diamond Earrings,Earrings,14Kt,White,,IJ/SI,3.39,0.98,GIA,190164017,,80300.0,in_stock
YRA-0039-14Y-OS,ER-009,Nyla Diamond Earrings,Earrings,14Kt,Yellow,,JK/SI,3.39,0.99,GIA,216825780,,65600.0,in_stock
YRA-0039-18R-OS,ER-009,Nyla Diamond Earrings,Earrings,18Kt,Rose,,JK/SI,4.068,0.99,GIA,108914347,,78000.0,in_stock
YRA-0039-18W-OS,ER-009,Nyla Diamond Earrings,Earrings,18Kt,White,,IJ/SI,4.068,0.98,GIA,801231724,,92700.0,in_stock
YRA-0040-14Y-OS,ER-010,Rhea Diamond Earrings,Earrings,14Kt,Yellow,,JK/SI,2.624,0.04,GIA,897063427,,23200.0,in_stock
YRA-0040-14W-OS,ER-010,Rhea Diamond Earrings,Earrings,14Kt,White,,JK/SI,2.624,0.06,GIA,443764478,,24000.0,in_stock
YRA-0040-18Y-OS,ER-010,Rhea Diamond Earrings,Earrings,18Kt,Yellow,,IJ/SI,3.149,0.07,IGI,161978611,,35000.0,in_stock
YRA-0040-18R-OS,ER-010,Rhea Diamond Earrings,Earrings,18Kt,Rose,,JK/SI,3.149,0.06,GIA,154274416,,33600.0,sold
YRA-0041-14W-OS,ER-011,Sana Diamond Earrings,Earrings,14Kt,White,,IJ/SI,4.225,0.72,GIA,196272932,,73400.0,sold
YRA-0041-14Y-OS,ER-011,Sana Diamond Earrings,Earrings,14Kt,Yellow,,IJ/SI,4.225,0.74,IGI,334371272,,74400.0,in_stock
YRA-0041-18Y-OS,ER-011,Sana Diamond Earrings,Earrings,18Kt,Yellow,,JK/SI,5.07,0.74,GIA,253719173,,78400.0,in_stock
YRA-0041-18W-OS,ER-011,Sana Diamond Earrings,Earrings,18Kt,White,,JK/SI,5.07,0.74,GIA,463642627,,78400.0,in_stock
YRA-0042-14W-OS,ER-012,Diya Diamond Earrings,Earrings,14Kt,White,,IJ/SI,2.04,1.19,IGI,682742929,,80300.0,in_stock
YRA-0042-14R-OS,ER-012,Diya Diamond Earrings,Earrings,14Kt,Rose,,JK/SI,2.04,1.19,IGI,530964512,,62000.0,sold
YRA-0042-18W-OS,ER-012,Diya Diamond Earrings,Earrings,18Kt,White,,HI/SI,2.448,1.2,GIA,754068384,,109600.0,in_stock
YRA-0042-18Y-OS,ER-012,Diya Diamond Earrings,Earrings,18Kt,Yellow,,IJ/SI,2.448,1.19,GIA,616182305,,87700.0,in_stock
YRA-0043-14W-OS,ER-013,Aria Diamond Earrings,Earrings,14Kt,White,,HI/SI,2.616,0.36,GIA,695794891,,47200.0,in_stock
YRA-0043-14R-OS,ER-013,Aria Diamond Earrings,Earrings,14Kt,Rose,,JK/SI,2.616,0.35,IGI,706465495,,34900.0,in_stock
YRA-0043-18R-OS,ER-013,Aria Diamond Earrings,Earrings,18Kt,Rose,,HI/SI,3.139,0.34,IGI,337575264,,55300.0,sold
YRA-0043-18Y-OS,ER-013,Aria Diamond Earrings,Earrings,18Kt,Yellow,,HI/SI,3.139,0.34,IGI,669916338,,55300.0,in_stock
YRA-0044-14R-OS,ER-014,Luna Diamond Earrings,Earrings,14Kt,Rose,,HI/SI,5.191,0.14,IGI,772800940,,52900.0,sold
YRA-0044-14Y-OS,ER-014,Luna Diamond Earrings,Earrings,14Kt,Yellow,,HI/SI,5.191,0.14,GIA,991431977,,52900.0,in_stock
YRA-0044-18W-OS,ER-014,Luna Diamond Earrings,Earrings,18Kt,White,,HI/SI,6.229,0.15,GIA,932128440,,72600.0,in_stock
YRA-0044-18Y-OS,ER-014,Luna Diamond Earrings,Earrings,18Kt,Yellow,,JK/SI,6.229,0.12,IGI,534174483,,66500.0,in_stock
YRA-0045-14Y-OS,ER-015,Ivy Diamond Earrings,Earrings,14Kt,Yellow,,JK/SI,3.676,0.28,GIA,280394073,,41000.0,in_stock
YRA-0045-14W-OS,ER-015,Ivy Diamond Earrings,Earrings,14Kt,White,,JK/SI,3.676,0.29,IGI,986513971,,41400.0,in_stock
YRA-0045-18Y-OS,ER-015,Ivy Diamond Earrings,Earrings,18Kt,Yellow,,JK/SI,4.411,0.28,GIA,875004321,,54500.0,in_stock
YRA-0046-14Y-OS,ER-016,Maya Diamond Earrings,Earrings,14Kt,Yellow,,JK/SI,5.614,0.07,GIA,221951485,,49200.0,sold
YRA-0046-14R-OS,ER-016,Maya Diamond Earrings,Earrings,14Kt,Rose,,HI/SI,5.614,0.09,GIA,298930857,,52900.0,in_stock
YRA-0046-18R-OS,ER-016,Maya Diamond Earrings,Earrings,18Kt,Rose,,JK/SI,6.737,0.1,GIA,678138719,,70800.0,sold
YRA-0046-18W-OS,ER-016,Maya Diamond Earrings,Earrings,18Kt,White,,IJ/SI,6.737,0.1,GIA,114818389,,72300.0,in_stock
YRA-0047-14W-OS,ER-017,Nora Diamond Earrings,Earrings,14Kt,White,,HI/SI,6.475,0.66,GIA,522427306,,100500.0,in_stock
YRA-0047-14R-OS,ER-017,Nora Diamond Earrings,Earrings,14Kt,Rose,,JK/SI,6.475,0.67,IGI,487548287,,79000.0,in_stock
YRA-0047-18Y-OS,ER-017,Nora Diamond Earrings,Earrings,18Kt,Yellow,,JK/SI,7.77,0.67,IGI,326967718,,102700.0,in_stock
YRA-0047-18R-OS,ER-017,Nora Diamond Earrings,Earrings,18Kt,Rose,,IJ/SI,7.77,0.64,GIA,719594610,,111400.0,in_stock
YRA-0048-14W-OS,ER-018,Pia Diamond Earrings,Earrings,14Kt,White,,IJ/SI,6.218,0.99,IGI,636872765,,104300.0,sold
YRA-0048-14Y-OS,ER-018,Pia Diamond Earrings,Earrings,14Kt,Yellow,,JK/SI,6.218,0.99,IGI,850126018,,89000.0,in_stock
YRA-0048-18W-OS,ER-018,Pia Diamond Earrings,Earrings,18Kt,White,,IJ/SI,7.462,1.01,IGI,489672113,,128000.0,sold
YRA-0048-18Y-OS,ER-018,Pia Diamond Earrings,Earrings,18Kt,Yellow,,HI/SI,7.462,1.01,IGI,831576606,,146000.0,in_stock
YRA-0049-14Y-OS,ER-019,Riya Diamond Earrings,Earrings,14Kt,Yellow,,IJ/SI,6.333,1.53,GIA,361372382,,134000.0,sold
YRA-0049-14R-OS,ER-019,Riya Diamond Earrings,Earrings,14Kt,Rose,,HI/SI,6.333,1.54,IGI,320505894,,161900.0,in_stock
YRA-0049-18W-OS,ER-019,Riya Diamond Earrings,Earrings,18Kt,White,,IJ/SI,7.6,1.52,GIA,281375635,,156600.0,in_stock
YRA-0049-18R-OS,ER-019,Riya Diamond Earrings,Earrings,18Kt,Rose,,JK/SI,7.6,1.51,GIA,370709270,,132800.0,in_stock
YRA-0050-14R-OS,ER-020,Sia Diamond Earrings,Earrings,14Kt,Rose,,IJ/SI,4.481,1.34,GIA,874387914,,108500.0,sold
YRA-0050-14W-OS,ER-020,Sia Diamond Earrings,Earrings,14Kt,White,,IJ/SI,4.481,1.3,GIA,288155024,,106400.0,in_stock
YRA-0050-18R-OS,ER-020,Sia Diamond Earrings,Earrings,18Kt,Rose,,JK/SI,5.377,1.33,GIA,354371062,,103900.0,in_stock
YRA-0050-18Y-OS,ER-020,Sia Diamond Earrings,Earrings,18Kt,Yellow,,IJ/SI,5.377,1.31,GIA,315121733,,123300.0,sold
YRA-0051-14Y-OS,ER-021,Avni Diamond Earrings,Earrings,14Kt,Yellow,,HI/SI,3.272,0.86,IGI,390589591,,88200.0,in_stock
YRA-0051-14R-OS,ER-021,Avni Diamond Earrings,Earrings,14Kt,Rose,,JK/SI,3.272,0.87,GIA,129606930,,60100.0,in_stock
YRA-0051-18R-OS,ER-021,Avni Diamond Earrings,Earrings,18Kt,Rose,,IJ/SI,3.926,0.86,GIA,287373120,,84900.0,in_stock
YRA-0051-18Y-OS,ER-021,Avni Diamond Earrings,Earrings,18Kt,Yellow,,HI/SI,3.926,0.85,IGI,772496575,,99400.0,in_stock
YRA-0052-14W-OS,ER-022,Bela Diamond Earrings,Earrings,14Kt,White,,JK/SI,5.492,1.34,GIA,268232446,,96300.0,in_stock
YRA-0052-14R-OS,ER-022,Bela Diamond Earrings,Earrings,14Kt,Rose,,HI/SI,5.492,1.35,IGI,484232877,,141400.0,sold
YRA-0052-18R-OS,ER-022,Bela Diamond Earrings,Earrings,18Kt,Rose,,JK/SI,6.59,1.36,IGI,805834226,,117100.0,sold
YRA-0052-18W-OS,ER-022,Bela Diamond Earrings,Earrings,18Kt,White,,HI/SI,6.59,1.36,GIA,973439673,,162200.0,in_stock
YRA-0053-14R-OS,ER-023,Cia Diamond Earrings,Earrings,14Kt,Rose,,HI/SI,5.435,1.15,GIA,207149460,,126700.0,in_stock
YRA-0053-14W-OS,ER-023,Cia Diamond Earrings,Earrings,14Kt,White,,IJ/SI,5.435,1.17,IGI,775282763,,107400.0,in_stock
YRA-0053-18Y-OS,ER-023,Cia Diamond Earrings,Earrings,18Kt,Yellow,,HI/SI,6.522,1.16,IGI,683333441,,147300.0,in_stock
YRA-0053-18W-OS,ER-023,Cia Diamond Earrings,Earrings,18Kt,White,,HI/SI,6.522,1.16,GIA,750767308,,147300.0,in_stock
YRA-0054-14R-OS,ER-024,Dua Diamond Earrings,Earrings,14Kt,Rose,,IJ/SI,2.672,0.11,IGI,783034651,,28000.0,sold
YRA-0054-14Y-OS,ER-024,Dua Diamond Earrings,Earrings,14Kt,Yellow,,IJ/SI,2.672,0.13,GIA,327732623,,29000.0,in_stock
YRA-0054-18Y-OS,ER-024,Dua Diamond Earrings,Earrings,18Kt,Yellow,,HI/SI,3.206,0.12,IGI,966243079,,40400.0,in_stock
YRA-0054-18W-OS,ER-024,Dua Diamond Earrings,Earrings,18Kt,White,,IJ/SI,3.206,0.11,IGI,344938495,,37700.0,in_stock
YRA-0055-14R-OS,ER-025,Ela Diamond Earrings,Earrings,14Kt,Rose,,IJ/SI,3.845,0.36,IGI,348443097,,51000.0,in_stock
YRA-0055-14Y-OS,ER-025,Ela Diamond Earrings,Earrings,14Kt,Yellow,,IJ/SI,3.845,0.36,GIA,420469340,,51000.0,sold
YRA-0055-18R-OS,ER-025,Ela Diamond Earrings,Earrings,18Kt,Rose,,HI/SI,4.614,0.39,GIA,925923933,,73600.0,in_stock
YRA-0055-18Y-OS,ER-025,Ela Diamond Earrings,Earrings,18Kt,Yellow,,IJ/SI,4.614,0.38,GIA,194954134,,66100.0,in_stock
YRA-0056-14W-OS,ER-026,Fia Diamond Earrings,Earrings,14Kt,White,,HI/SI,4.185,1.16,GIA,149595315,,117100.0,in_stock
YRA-0056-14Y-OS,ER-026,Fia Diamond Earrings,Earrings,14Kt,Yellow,,HI/SI,4.185,1.15,GIA,250107754,,116400.0,sold
YRA-0056-18R-OS,ER-026,Fia Diamond Earrings,Earrings,18Kt,Rose,,HI/SI,5.022,1.15,IGI,243220283,,131600.0,sold
YRA-0056-18Y-OS,ER-026,Fia Diamond Earrings,Earrings,18Kt,Yellow,,JK/SI,5.022,1.13,GIA,204741786,,92700.0,sold
YRA-0057-14Y-OS,ER-027,Gia Diamond Earrings,Earrings,14Kt,Yellow,,JK/SI,4.09,0.18,IGI,140666911,,40700.0,in_stock
YRA-0057-14W-OS,ER-027,Gia Diamond Earrings,Earrings,14Kt,White,,JK/SI,4.09,0.19,GIA,849926928,,41100.0,in_stock
YRA-0057-18Y-OS,ER-027,Gia Diamond Earrings,Earrings,18Kt,Yellow,,IJ/SI,4.908,0.21,IGI,218485110,,60000.0,in_stock
YRA-0057-18W-OS,ER-027,Gia Diamond Earrings,Earrings,18Kt,White,,HI/SI,4.908,0.19,GIA,102760085,,62300.0,in_stock
YRA-0058-14R-OS,ER-028,Hia Diamond Earrings,Earrings,14Kt,Rose,,HI/SI,5.084,0.09,IGI,885333004,,48500.0,in_stock
YRA-0058-14Y-OS,ER-028,Hia Diamond Earrings,Earrings,14Kt,Yellow,,HI/SI,5.084,0.11,GIA,388840651,,49900.0,in_stock
YRA-0058-18Y-OS,ER-028,Hia Diamond Earrings,Earrings,18Kt,Yellow,,IJ/SI,6.101,0.1,GIA,386912341,,66000.0,in_stock
YRA-0058-18W-OS,ER-028,Hia Diamond Earrings,Earrings,18Kt,White,,JK/SI,6.101,0.11,GIA,684082888,,64800.0,in_stock
YRA-0059-14R-OS,ER-029,Isha Diamond Earrings,Earrings,14Kt,Rose,,IJ/SI,3.488,0.19,IGI,515621437,,39000.0,sold
YRA-0059-14W-OS,ER-029,Isha Diamond Earrings,Earrings,14Kt,White,,HI/SI,3.488,0.21,IGI,356722523,,43800.0,in_stock
YRA-0059-18R-OS,ER-029,Isha Diamond Earrings,Earrings,18Kt,Rose,,HI/SI,4.186,0.21,IGI,193214932,,56500.0,sold
YRA-0059-18W-OS,ER-029,Isha Diamond Earrings,Earrings,18Kt,White,,JK/SI,4.186,0.2,IGI,535745242,,49200.0,in_stock
YRA-0060-14W-OS,ER-030,Jia Diamond Earrings,Earrings,14Kt,White,,JK/SI,3.46,0.77,GIA,351722176,,57800.0,sold
YRA-0060-14R-OS,ER-030,Jia Diamond Earrings,Earrings,14Kt,Rose,,IJ/SI,3.46,0.78,GIA,864689884,,70200.0,in_stock
YRA-0060-18W-OS,ER-030,Jia Diamond Earrings,Earrings,18Kt,White,,JK/SI,4.152,0.77,GIA,177304168,,70400.0,in_stock
YRA-0060-18R-OS,ER-030,Jia Diamond Earrings,Earrings,18Kt,Rose,,HI/SI,4.152,0.77,GIA,381618699,,96000.0,sold
YRA-0061-14Y-OS,NK-001,Aura Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,JK/SI,4.13,0.3,IGI,973331151,,45600.0,in_stock
YRA-0061-14R-OS,NK-001,Aura Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,HI/SI,4.13,0.31,GIA,290818467,,56200.0,in_stock
YRA-0061-18W-OS,NK-001,Aura Diamond Pendant,Necklaces & Pendants,18Kt,White,,IJ/SI,4.956,0.29,GIA,232106766,,64700.0,in_stock
YRA-0061-18Y-OS,NK-001,Aura Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,IJ/SI,4.956,0.31,IGI,491673413,,65800.0,in_stock
YRA-0062-14R-OS,NK-002,Celeste Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,HI/SI,5.614,0.5,IGI,106356046,,82000.0,in_stock
YRA-0062-14W-OS,NK-002,Celeste Diamond Pendant,Necklaces & Pendants,14Kt,White,,JK/SI,5.614,0.48,IGI,768667900,,64700.0,in_stock
YRA-0062-18R-OS,NK-002,Celeste Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,JK/SI,6.737,0.48,IGI,100867487,,85200.0,in_stock
YRA-0062-18W-OS,NK-002,Celeste Diamond Pendant,Necklaces & Pendants,18Kt,White,,HI/SI,6.737,0.47,GIA,871140465,,100400.0,in_stock
YRA-0063-14Y-OS,NK-003,Vega Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,IJ/SI,6.126,0.75,GIA,147137415,,90700.0,in_stock
YRA-0063-14W-OS,NK-003,Vega Diamond Pendant,Necklaces & Pendants,14Kt,White,,HI/SI,6.126,0.75,GIA,538005375,,104000.0,in_stock
YRA-0063-18W-OS,NK-003,Vega Diamond Pendant,Necklaces & Pendants,18Kt,White,,IJ/SI,7.351,0.74,IGI,764169143,,112500.0,in_stock
YRA-0063-18R-OS,NK-003,Vega Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,JK/SI,7.351,0.77,GIA,168028229,,102300.0,in_stock
YRA-0064-14W-OS,NK-004,Ira Diamond Pendant,Necklaces & Pendants,14Kt,White,,JK/SI,3.483,0.05,GIA,596260010,,30700.0,in_stock
YRA-0064-14Y-OS,NK-004,Ira Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,IJ/SI,3.483,0.07,IGI,169895502,,32600.0,in_stock
YRA-0064-18R-OS,NK-004,Ira Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,HI/SI,4.18,0.07,IGI,895050168,,46500.0,in_stock
YRA-0064-18Y-OS,NK-004,Ira Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,JK/SI,4.18,0.07,GIA,694691844,,44200.0,in_stock
YRA-0065-14R-OS,NK-005,Zoya Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,HI/SI,3.744,1.11,GIA,159060838,,109900.0,sold
YRA-0065-14Y-OS,NK-005,Zoya Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,IJ/SI,3.744,1.09,GIA,158817778,,89100.0,in_stock
YRA-0065-18W-OS,NK-005,Zoya Diamond Pendant,Necklaces & Pendants,18Kt,White,,HI/SI,4.493,1.11,GIA,977085417,,123500.0,in_stock
YRA-0065-18R-OS,NK-005,Zoya Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,IJ/SI,4.493,1.11,GIA,304279816,,103800.0,in_stock
YRA-0066-14W-OS,NK-006,Meera Diamond Pendant,Necklaces & Pendants,14Kt,White,,IJ/SI,2.027,1.09,GIA,366848969,,74900.0,sold
YRA-0066-14R-OS,NK-006,Meera Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,JK/SI,2.027,1.09,GIA,427456219,,58100.0,in_stock
YRA-0066-18Y-OS,NK-006,Meera Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,IJ/SI,2.432,1.08,GIA,804720201,,81700.0,in_stock
YRA-0066-18W-OS,NK-006,Meera Diamond Pendant,Necklaces & Pendants,18Kt,White,,IJ/SI,2.432,1.08,GIA,315034026,,81700.0,in_stock
YRA-0067-14R-OS,NK-007,Tara Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,IJ/SI,5.181,0.42,IGI,862953845,,65300.0,in_stock
YRA-0067-14Y-OS,NK-007,Tara Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,JK/SI,5.181,0.43,GIA,535944200,,59200.0,sold
YRA-0067-18R-OS,NK-007,Tara Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,HI/SI,6.217,0.43,IGI,565704129,,92400.0,sold
YRA-0067-18Y-OS,NK-007,Tara Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,HI/SI,6.217,0.39,IGI,974343817,,89500.0,in_stock
YRA-0068-14W-OS,NK-008,Kiara Diamond Pendant,Necklaces & Pendants,14Kt,White,,JK/SI,2.811,0.38,IGI,256525251,,37700.0,sold
YRA-0068-14R-OS,NK-008,Kiara Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,JK/SI,2.811,0.38,IGI,600002054,,37700.0,in_stock
YRA-0068-18Y-OS,NK-008,Kiara Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,JK/SI,3.373,0.37,GIA,858287081,,47500.0,sold
YRA-0068-18W-OS,NK-008,Kiara Diamond Pendant,Necklaces & Pendants,18Kt,White,,HI/SI,3.373,0.38,IGI,847010368,,60500.0,in_stock
YRA-0069-14R-OS,NK-009,Nyla Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,HI/SI,2.721,0.2,IGI,958319144,,36700.0,in_stock
YRA-0069-14W-OS,NK-009,Nyla Diamond Pendant,Necklaces & Pendants,14Kt,White,,HI/SI,2.721,0.2,GIA,507994649,,36700.0,in_stock
YRA-0069-18R-OS,NK-009,Nyla Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,JK/SI,3.265,0.22,IGI,312768453,,40800.0,in_stock
YRA-0069-18Y-OS,NK-009,Nyla Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,IJ/SI,3.265,0.22,GIA,828970656,,44200.0,in_stock
YRA-0070-14R-OS,NK-010,Rhea Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,IJ/SI,2.175,0.51,IGI,315295711,,45200.0,in_stock
YRA-0070-14W-OS,NK-010,Rhea Diamond Pendant,Necklaces & Pendants,14Kt,White,,JK/SI,2.175,0.54,IGI,316171000,,38500.0,in_stock
YRA-0070-18R-OS,NK-010,Rhea Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,IJ/SI,2.61,0.53,IGI,722888977,,54200.0,in_stock
YRA-0070-18Y-OS,NK-010,Rhea Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,IJ/SI,2.61,0.55,IGI,263439402,,55200.0,in_stock
YRA-0071-14R-OS,NK-011,Sana Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,IJ/SI,2.225,0.58,IGI,902041499,,49300.0,in_stock
YRA-0071-14Y-OS,NK-011,Sana Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,JK/SI,2.225,0.58,GIA,595421102,,40400.0,in_stock
YRA-0071-18Y-OS,NK-011,Sana Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,JK/SI,2.67,0.57,IGI,545952902,,48100.0,in_stock
YRA-0071-18W-OS,NK-011,Sana Diamond Pendant,Necklaces & Pendants,18Kt,White,,IJ/SI,2.67,0.56,IGI,485942708,,56400.0,in_stock
YRA-0072-14Y-OS,NK-012,Diya Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,HI/SI,6.237,0.15,IGI,264363681,,62300.0,in_stock
YRA-0072-14R-OS,NK-012,Diya Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,HI/SI,6.237,0.17,GIA,602311212,,63700.0,in_stock
YRA-0072-18W-OS,NK-012,Diya Diamond Pendant,Necklaces & Pendants,18Kt,White,,IJ/SI,7.484,0.17,IGI,404388395,,83500.0,in_stock
YRA-0072-18Y-OS,NK-012,Diya Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,HI/SI,7.484,0.16,IGI,880160240,,85800.0,sold
YRA-0073-14Y-OS,NK-013,Aria Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,IJ/SI,4.258,1.31,IGI,555269554,,105100.0,in_stock
YRA-0073-14W-OS,NK-013,Aria Diamond Pendant,Necklaces & Pendants,14Kt,White,,IJ/SI,4.258,1.32,IGI,190544387,,105600.0,in_stock
YRA-0073-18Y-OS,NK-013,Aria Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,JK/SI,5.11,1.31,IGI,981935046,,100400.0,in_stock
YRA-0073-18W-OS,NK-013,Aria Diamond Pendant,Necklaces & Pendants,18Kt,White,,HI/SI,5.11,1.32,IGI,330746891,,144600.0,in_stock
YRA-0074-14R-OS,NK-014,Luna Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,HI/SI,5.113,1.22,IGI,946766920,,129000.0,in_stock
YRA-0074-14W-OS,NK-014,Luna Diamond Pendant,Necklaces & Pendants,14Kt,White,,JK/SI,5.113,1.22,IGI,262386789,,88600.0,sold
YRA-0074-18Y-OS,NK-014,Luna Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,HI/SI,6.136,1.2,GIA,860851084,,146300.0,sold
YRA-0074-18W-OS,NK-014,Luna Diamond Pendant,Necklaces & Pendants,18Kt,White,,IJ/SI,6.136,1.23,IGI,634002235,,126600.0,in_stock
YRA-0075-14R-OS,NK-015,Ivy Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,IJ/SI,3.485,0.53,IGI,962583975,,57100.0,sold
